language,model_name,unit_of_analysis,f1_micro,precision_micro,recall_micro,f1_macro,precision_macro,recall_macro,accuracy
fr,facebook-mbart-large-50,title_and_10_sentences,0.4978165938864629,0.5533980582524272,0.4523809523809524,0.3714173499311748,0.4820735710552163,0.3529669140383426,0.0238095238095238
fr,facebook-mbart-large-50,title_and_5_sentences,0.4886877828054298,0.5684210526315789,0.4285714285714285,0.3737637362637363,0.5327083464964933,0.3498917748917748,0.0238095238095238
fr,facebook-mbart-large-50,title_and_first_paragraph,0.497737556561086,0.5789473684210527,0.4365079365079365,0.3780621164549735,0.5079493918779633,0.3616821273964131,0.0952380952380952
fr,facebook-mbart-large-50,title_and_first_sentence_each_paragraph,0.5132743362831858,0.58,0.4603174603174603,0.3527104410764828,0.4619564492463652,0.3404978354978354,0.0952380952380952
fr,gpt2,raw_text,0.5172413793103449,0.5660377358490566,0.4761904761904761,0.4251803263182001,0.5746285356247762,0.402334570191713,0.0714285714285714
fr,gpt2,title,0.3561643835616438,0.4193548387096774,0.3095238095238095,0.1799361352932781,0.1878852142010036,0.1939424860853432,0.0
fr,gpt2,title_and_10_sentences,0.3689320388349514,0.475,0.3015873015873015,0.2062876432624332,0.2493197278911564,0.2095037105751391,0.0238095238095238
fr,gpt2,title_and_5_sentences,0.4095238095238095,0.5119047619047619,0.3412698412698413,0.2630442275472701,0.3623975231118089,0.247752009894867,0.0238095238095238
fr,gpt2,title_and_first_paragraph,0.3867924528301887,0.4767441860465116,0.3253968253968254,0.2342398385025113,0.2897759103641456,0.220156153370439,0.0714285714285714
fr,gpt2,title_and_first_sentence_each_paragraph,0.4705882352941176,0.5473684210526316,0.4126984126984127,0.2602282287312437,0.3120790261878276,0.2836549165120594,0.0714285714285714
fr,xlm-roberta-large,raw_text,0.4978165938864629,0.5533980582524272,0.4523809523809524,0.4416270506818127,0.5350893387658094,0.4167455163883735,0.0952380952380952
fr,xlm-roberta-large,title,0.4748858447488584,0.5591397849462365,0.4126984126984127,0.3301148558114585,0.4947420634920635,0.319069264069264,0.0952380952380952
fr,xlm-roberta-large,title_and_10_sentences,0.5333333333333333,0.5614035087719298,0.5079365079365079,0.4486100299777495,0.5424262012497306,0.4378555967841682,0.0714285714285714
fr,xlm-roberta-large,title_and_5_sentences,0.4890829694323144,0.5436893203883495,0.4444444444444444,0.3851304746919938,0.5177885189163385,0.3665893630179344,0.0714285714285714
fr,xlm-roberta-large,title_and_first_paragraph,0.4843049327354259,0.5567010309278351,0.4285714285714285,0.3759178609409024,0.5177909625388617,0.3573453927025355,0.0714285714285714
fr,xlm-roberta-large,title_and_first_sentence_each_paragraph,0.5258620689655172,0.5754716981132075,0.4841269841269841,0.3979258072608456,0.5043792517006803,0.3871815089672232,0.0952380952380952
ge,EleutherAI-gpt-neo-1.3B,raw_text,0.5684210526315789,0.7168141592920354,0.4709302325581395,0.4225903768530497,0.5675195078031213,0.3783941646834172,0.0571428571428571
ge,EleutherAI-gpt-neo-1.3B,title,0.50187265917603,0.7052631578947368,0.3895348837209302,0.3229410532541462,0.4519480519480519,0.2803254635187408,0.0
ge,EleutherAI-gpt-neo-1.3B,title_and_10_sentences,0.5777777777777778,0.7959183673469388,0.4534883720930232,0.3801363423543875,0.4515406162464986,0.3411196057370316,0.0571428571428571
ge,EleutherAI-gpt-neo-1.3B,title_and_5_sentences,0.5674740484429066,0.7008547008547008,0.4767441860465116,0.373018187867812,0.4602406991504736,0.3582531258117282,0.0
ge,EleutherAI-gpt-neo-1.3B,title_and_first_paragraph,0.5460992907801417,0.7,0.4476744186046512,0.3762456737080796,0.5010645406487954,0.3470099443286086,0.0285714285714285
ge,EleutherAI-gpt-neo-1.3B,title_and_first_sentence_each_paragraph,0.5734265734265734,0.7192982456140351,0.4767441860465116,0.3416618647021399,0.425363133243568,0.3301955870067324,0.0285714285714285
ge,EleutherAI-gpt-neo-125M,raw_text,0.4518518518518518,0.6224489795918368,0.3546511627906977,0.2867233764106959,0.3464372928658643,0.2669713499434861,0.0
ge,EleutherAI-gpt-neo-125M,title,0.3953488372093023,0.5930232558139535,0.2965116279069767,0.2521872116846925,0.40001665001665,0.2036994622410367,0.0
ge,EleutherAI-gpt-neo-125M,title_and_10_sentences,0.4859154929577464,0.6160714285714286,0.4011627906976744,0.3380116779802066,0.4154777295533597,0.3086791734237554,0.0
ge,EleutherAI-gpt-neo-125M,title_and_5_sentences,0.4684014869888475,0.6494845360824743,0.3662790697674418,0.3123051998577208,0.4231683171900563,0.2787077111546372,0.0
ge,EleutherAI-gpt-neo-125M,title_and_first_paragraph,0.4615384615384615,0.5789473684210527,0.3837209302325581,0.3133471534731147,0.3533485363842507,0.291765478121073,0.0
ge,EleutherAI-gpt-neo-125M,title_and_first_sentence_each_paragraph,0.5071428571428571,0.6574074074074074,0.4127906976744186,0.3563417377633149,0.4675685425685425,0.3251495334976096,0.0
ge,bert-base-multilingual-cased,raw_text,0.6174496644295302,0.7301587301587301,0.5348837209302325,0.4516244705982153,0.5787157287157286,0.4294002688794816,0.0
ge,bert-base-multilingual-cased,title,0.4879725085910653,0.5966386554621849,0.4127906976744186,0.3359577061549824,0.3756474519632414,0.3219361428782039,0.0285714285714285
ge,bert-base-multilingual-cased,title_and_10_sentences,0.6020066889632106,0.7086614173228346,0.5232558139534884,0.4468233996386661,0.5023157398157398,0.4248355482543894,0.0
ge,bert-base-multilingual-cased,title_and_5_sentences,0.5874125874125873,0.7368421052631579,0.4883720930232558,0.4496704738640222,0.5368480725623582,0.4036121466130312,0.0857142857142857
ge,bert-base-multilingual-cased,title_and_first_paragraph,0.5993485342019544,0.6814814814814815,0.5348837209302325,0.4476653740701848,0.5147826423059342,0.4397560778697443,0.0285714285714285
ge,bert-base-multilingual-cased,title_and_first_sentence_each_paragraph,0.5867507886435331,0.6413793103448275,0.5406976744186046,0.4584624794210825,0.5255915409642117,0.4450340662580822,0.0
ge,distilbert-base-multilingual-cased,raw_text,0.5866666666666667,0.6875,0.5116279069767442,0.4553419561990562,0.5534282133906193,0.4325996187948863,0.0285714285714285
ge,distilbert-base-multilingual-cased,title,0.4825174825174825,0.6052631578947368,0.4011627906976744,0.3148260917270134,0.3412349555206698,0.3021486664841375,0.0
ge,distilbert-base-multilingual-cased,title_and_10_sentences,0.577922077922078,0.6544117647058824,0.5174418604651163,0.4296140344791798,0.5006615059011075,0.4116798473775475,0.0
ge,distilbert-base-multilingual-cased,title_and_5_sentences,0.561056105610561,0.648854961832061,0.4941860465116279,0.4462908784337355,0.5981086373943516,0.4277871674985783,0.0
ge,distilbert-base-multilingual-cased,title_and_first_paragraph,0.5510204081632653,0.6639344262295082,0.4709302325581395,0.4123736680236741,0.5062126365697794,0.3908949544730173,0.0285714285714285
ge,distilbert-base-multilingual-cased,title_and_first_sentence_each_paragraph,0.6315789473684211,0.7272727272727273,0.5581395348837209,0.5238396493750545,0.7123067408781694,0.4723657884206313,0.0285714285714285
ge,facebook-mbart-large-50,raw_text,0.6928104575163397,0.7910447761194029,0.6162790697674418,0.5835618718851416,0.7019973898650368,0.5322564113364644,0.0857142857142857
ge,facebook-mbart-large-50,title,0.6020066889632106,0.7086614173228346,0.5232558139534884,0.4232622873710888,0.4933536572523747,0.4094748425686064,0.0571428571428571
ge,facebook-mbart-large-50,title_and_10_sentences,0.6470588235294119,0.7388059701492538,0.5755813953488372,0.5222182447520408,0.6769739189382046,0.4815352456772181,0.0285714285714285
ge,facebook-mbart-large-50,title_and_5_sentences,0.5980707395498391,0.6690647482014388,0.5406976744186046,0.4930276220022763,0.5596363160648875,0.4726029885638465,0.0285714285714285
ge,facebook-mbart-large-50,title_and_first_paragraph,0.6250000000000001,0.6756756756756757,0.5813953488372093,0.5132973740116598,0.5699430649452764,0.503657515637834,0.1142857142857142
ge,facebook-mbart-large-50,title_and_first_sentence_each_paragraph,0.6038961038961039,0.6838235294117647,0.5406976744186046,0.4946890188431542,0.5648287385129491,0.4658158000042122,0.0285714285714285
ge,gpt2,raw_text,0.5627118644067798,0.6747967479674797,0.4825581395348837,0.4027319602687398,0.4511497919005659,0.3887899019256826,0.0
ge,gpt2,title,0.4615384615384615,0.5433070866141733,0.4011627906976744,0.2897360401650539,0.3369308924649482,0.2917870657034744,0.0285714285714285
ge,gpt2,title_and_10_sentences,0.5543859649122806,0.6991150442477876,0.4593023255813953,0.3818724666469028,0.5999149659863946,0.3492520692487521,0.0
ge,gpt2,title_and_5_sentences,0.4694533762057877,0.5251798561151079,0.4244186046511627,0.3617415148570183,0.4177132391418105,0.3686937055523964,0.0
ge,gpt2,title_and_first_paragraph,0.4738675958188153,0.591304347826087,0.3953488372093023,0.3288405602483982,0.4219600574863733,0.3034942924538236,0.0
ge,gpt2,title_and_first_sentence_each_paragraph,0.5830508474576271,0.6991869918699187,0.5,0.3885775920004244,0.5149672187715667,0.3708185905941324,0.0285714285714285
ge,xlm-roberta-large,raw_text,0.6449511400651465,0.7333333333333333,0.5755813953488372,0.5067133594552853,0.6236705754562897,0.4735987377407102,0.0285714285714285
ge,xlm-roberta-large,title,0.5664335664335665,0.7105263157894737,0.4709302325581395,0.3883156292820158,0.4452847805788983,0.3706993323645248,0.0571428571428571
ge,xlm-roberta-large,title_and_10_sentences,0.6336633663366337,0.732824427480916,0.5581395348837209,0.5166840558274085,0.6412008104677278,0.474281203709554,0.0285714285714285
ge,xlm-roberta-large,title_and_5_sentences,0.608695652173913,0.7165354330708661,0.5290697674418605,0.4755256918744218,0.6334900966835664,0.4319633993948456,0.0285714285714285
ge,xlm-roberta-large,title_and_first_paragraph,0.5954692556634305,0.6715328467153284,0.5348837209302325,0.4600326530932256,0.5848596578859738,0.4378703235680236,0.0857142857142857
ge,xlm-roberta-large,title_and_first_sentence_each_paragraph,0.6220735785953176,0.7322834645669292,0.5406976744186046,0.4538042357918134,0.5459866522366523,0.4175701859691245,0.0571428571428571
it,EleutherAI-gpt-neo-1.3B,raw_text,0.6031746031746031,0.7702702702702703,0.4956521739130435,0.4672152901564666,0.6886088432371741,0.393056040377469,0.2
it,EleutherAI-gpt-neo-1.3B,title,0.4918918918918918,0.65,0.3956521739130434,0.3130074059212968,0.4508995557082113,0.2772788692431548,0.05
it,EleutherAI-gpt-neo-1.3B,title_and_10_sentences,0.5399449035812672,0.7368421052631579,0.4260869565217391,0.3548891371472016,0.4940385095022062,0.3083441333441334,0.1833333333333333
it,EleutherAI-gpt-neo-1.3B,title_and_5_sentences,0.5546666666666666,0.7172413793103448,0.4521739130434782,0.3616434825344529,0.5063457553446431,0.3239108771251628,0.1166666666666666
it,EleutherAI-gpt-neo-1.3B,title_and_first_paragraph,0.521978021978022,0.7089552238805971,0.4130434782608695,0.342637779749581,0.5067627779216534,0.299063822278108,0.1333333333333333
it,EleutherAI-gpt-neo-1.3B,title_and_first_sentence_each_paragraph,0.5384615384615384,0.7313432835820896,0.4260869565217391,0.3698751909160794,0.4964514652014651,0.3209041041183898,0.1333333333333333
it,EleutherAI-gpt-neo-125M,raw_text,0.45,0.6230769230769231,0.3521739130434783,0.3217591947005024,0.4355709183440276,0.2656783656783656,0.0666666666666666
it,EleutherAI-gpt-neo-125M,title,0.3526011560693641,0.5258620689655172,0.2652173913043478,0.2280544575676817,0.2990816326530612,0.1899302240373669,0.0166666666666666
it,EleutherAI-gpt-neo-125M,title_and_10_sentences,0.481081081081081,0.6357142857142857,0.3869565217391304,0.3376396334672442,0.4466533466533467,0.2921740209240209,0.05
it,EleutherAI-gpt-neo-125M,title_and_5_sentences,0.4497354497354497,0.5743243243243243,0.3695652173913043,0.2959052150423047,0.365295763134109,0.2681309225952082,0.0333333333333333
it,EleutherAI-gpt-neo-125M,title_and_first_paragraph,0.4712041884816754,0.5921052631578947,0.391304347826087,0.3283255791507348,0.4135278191544176,0.2893784084855513,0.0666666666666666
it,EleutherAI-gpt-neo-125M,title_and_first_sentence_each_paragraph,0.5240641711229946,0.6805555555555556,0.4260869565217391,0.3917257985469914,0.5960689847786622,0.3289363350077635,0.0666666666666666
it,bert-base-multilingual-cased,raw_text,0.6066838046272494,0.7421383647798742,0.5130434782608696,0.4677879797745932,0.6164653553729185,0.4188371763371763,0.2666666666666666
it,bert-base-multilingual-cased,title,0.4924623115577889,0.5833333333333334,0.4260869565217391,0.3573740232458067,0.4910313486695809,0.3261452995381567,0.0833333333333333
it,bert-base-multilingual-cased,title_and_10_sentences,0.61,0.7176470588235294,0.5304347826086957,0.480708398762174,0.577861700567171,0.433568076068076,0.1666666666666666
it,bert-base-multilingual-cased,title_and_5_sentences,0.5604113110539846,0.6855345911949685,0.4739130434782608,0.3919430156779445,0.4810276896682426,0.353127389555961,0.1
it,bert-base-multilingual-cased,title_and_first_paragraph,0.5618556701030928,0.689873417721519,0.4739130434782608,0.4174256949156474,0.5515261367704977,0.3635323167466024,0.1166666666666666
it,bert-base-multilingual-cased,title_and_first_sentence_each_paragraph,0.6014319809069213,0.6666666666666666,0.5478260869565217,0.481105808941703,0.5455184439983394,0.4453020015520015,0.1
it,distilbert-base-multilingual-cased,raw_text,0.6020942408376964,0.756578947368421,0.5,0.4692770864842221,0.6177394547160556,0.4009653840010982,0.1166666666666666
it,distilbert-base-multilingual-cased,title,0.4583333333333333,0.5714285714285714,0.3826086956521739,0.3220448085372721,0.4316455875279405,0.2839585973514545,0.0166666666666666
it,distilbert-base-multilingual-cased,title_and_10_sentences,0.5846153846153845,0.7125,0.4956521739130435,0.4280095035846499,0.5630024737167594,0.3781265527694099,0.1
it,distilbert-base-multilingual-cased,title_and_5_sentences,0.54,0.6352941176470588,0.4695652173913043,0.3857104225287076,0.4333397596555491,0.3542789062431919,0.1166666666666666
it,distilbert-base-multilingual-cased,title_and_first_paragraph,0.4947916666666667,0.6168831168831169,0.4130434782608695,0.380769740595322,0.4787567639385952,0.326891090462519,0.1
it,distilbert-base-multilingual-cased,title_and_first_sentence_each_paragraph,0.5270935960591133,0.6079545454545454,0.4652173913043478,0.4226498078827312,0.5053156704051844,0.3801201058343914,0.0333333333333333
it,facebook-mbart-large-50,raw_text,0.654911838790932,0.7784431137724551,0.5652173913043478,0.5026631057033702,0.6515894944934496,0.4483671667600239,0.1833333333333333
it,facebook-mbart-large-50,title,0.544973544973545,0.6959459459459459,0.4478260869565217,0.4053478918570253,0.5722088203655024,0.345192854835712,0.1166666666666666
it,facebook-mbart-large-50,title_and_10_sentences,0.5989847715736042,0.7195121951219512,0.5130434782608696,0.4712334167380283,0.6326690240975956,0.4239641864641865,0.0833333333333333
it,facebook-mbart-large-50,title_and_5_sentences,0.5964010282776349,0.7295597484276729,0.5043478260869565,0.4333234355267646,0.6447284599458512,0.3811659383087954,0.1333333333333333
it,facebook-mbart-large-50,title_and_first_paragraph,0.5706806282722513,0.7171052631578947,0.4739130434782608,0.3856186084446954,0.5416589759626771,0.3513743145886002,0.1166666666666666
it,facebook-mbart-large-50,title_and_first_sentence_each_paragraph,0.6208651399491094,0.7484662576687117,0.5304347826086957,0.4906023155334013,0.65756142006142,0.4304935103149389,0.1333333333333333
it,gpt2,raw_text,0.5454545454545454,0.6271186440677966,0.4826086956521739,0.4220012510739079,0.552705389848247,0.3829236770308198,0.05
it,gpt2,title,0.4088397790055249,0.5606060606060606,0.3217391304347826,0.2654032233395797,0.3365616009249549,0.232693591622163,0.05
it,gpt2,title_and_10_sentences,0.5230769230769231,0.6375,0.4434782608695652,0.3698806458549507,0.4975945747374319,0.3329503699146556,0.0833333333333333
it,gpt2,title_and_5_sentences,0.4913151364764268,0.5722543352601156,0.4304347826086956,0.3660995851874359,0.4145004014364916,0.34214895857753,0.05
it,gpt2,title_and_first_paragraph,0.4699738903394256,0.5882352941176471,0.391304347826087,0.3386724725432656,0.4734631909443939,0.2912014456657313,0.0833333333333333
it,gpt2,title_and_first_sentence_each_paragraph,0.5329949238578681,0.6402439024390244,0.4565217391304347,0.361331059642565,0.4247034900916888,0.3362182551468266,0.1
