language,model_type,unit_of_analysis,index,model_subtype,model_name,train_f1_micro,train_f1_macro,train_accuracy,train_precision_micro,train_precision_macro,train_recall_micro,train_recall_macro,test_f1_micro,test_f1_macro,test_accuracy,test_precision_micro,test_precision_macro,test_recall_micro,test_recall_macro
po,LogisticRegressionElasticNet,title_and_10_sentences,15,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5333103097380653,0.4564011579767882,0.0256410256410256,0.5855012322285681,0.5020519011293583,0.5097087378640777,0.4496094757372953
po,LogisticRegressionElasticNet,title_and_5_sentences,15,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5537258947925785,0.454162531354444,0.0256410256410256,0.6022568760004511,0.5228192970231892,0.5533980582524272,0.4488146252243997
po,LogisticRegressionElasticNet,title_and_first_paragraph,17,Random Oversampling,LogisticRegressionElasticNet_ROS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5017672999835693,0.4056520751233076,0.0,0.5422574997817716,0.4566037137465709,0.4951456310679611,0.3951013585412081
po,LogisticRegressionElasticNet,title_and_first_sentence_each_paragraph,15,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.566266022543391,0.49040510920656,0.0,0.597413865273926,0.5443316488197274,0.5728155339805825,0.4841529084950138
po,LogisticRegressionLasso,raw_text,21,No Upsampling,LogisticRegressionLasso,0.7956237983179751,0.7971315424942428,0.0580645161290322,0.7299616052460018,0.712514076030086,0.9022457067371202,0.9318100189780364,0.6517176506776599,0.5834125376025602,0.0256410256410256,0.6241035986667054,0.5368981811838954,0.7330097087378641,0.7067255739248219
po,LogisticRegressionLasso,title,20,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.999335494976182,0.9995670995670995,0.9935483870967742,1.0,1.0,0.998678996036988,0.9991394148020654,0.42176345237151,0.3559475549709735,0.0,0.6143974418246263,0.5258999433106577,0.3495145631067961,0.2901762710973238
po,LogisticRegressionLasso,title_and_10_sentences,24,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5486435977981546,0.4667361131437725,0.0256410256410256,0.6138773836044502,0.5316083262928637,0.5194174757281553,0.4431128708384347
po,LogisticRegressionLasso,title_and_5_sentences,23,SMOTE,LogisticRegressionLasso_SMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5003271171279825,0.4056626554375001,0.0,0.5846351868196529,0.4977938727938727,0.4660194174757281,0.3707061735257224
po,LogisticRegressionLasso,title_and_first_paragraph,20,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4941545340335818,0.4145479755862987,0.0,0.6143404535905813,0.5306917497706971,0.4271844660194174,0.3565268378238303
po,LogisticRegressionLasso,title_and_first_sentence_each_paragraph,20,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.9473089515732984,0.9605022946797034,0.6129032258064516,0.9525429362811488,0.9635629375091986,0.9431968295904888,0.9583210292593228,0.547075780278775,0.461289807742897,0.0,0.600611421385265,0.5084276134696303,0.529126213592233,0.4544170428568925
po,LogisticRegressionRidge,raw_text,25,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6062922853843471,0.5252964542772375,0.0256410256410256,0.6689728890643936,0.6293900449380313,0.6116504854368932,0.5109421280473913
po,LogisticRegressionRidge,title,26,No Upsampling,LogisticRegressionRidgeDual,0.9483491628537716,0.9182923870838592,0.6129032258064516,0.9162905276318022,0.8634954298131637,0.9920739762219286,0.9951038344548178,0.5532582785577698,0.4959804438650608,0.0,0.5494607834839668,0.4741850874598504,0.5776699029126213,0.5610271620609967
po,LogisticRegressionRidge,title_and_10_sentences,28,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.9873754560630664,0.986024794060856,0.8838709677419355,0.9896128662384476,0.9861359567678782,0.9854689564068692,0.9862453457228426,0.5559951137470603,0.4943795891420445,0.0256410256410256,0.6082687111099446,0.5440633596095781,0.5436893203883495,0.5040182248828865
po,LogisticRegressionRidge,title_and_5_sentences,25,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.9980489832970908,0.9967028063003296,0.9806451612903224,0.9961569371729714,0.9935141828614736,1.0,1.0,0.553700100497787,0.4513589193145321,0.0256410256410256,0.6197117930408585,0.542515992787069,0.5485436893203883,0.4416211607940931
po,LogisticRegressionRidge,title_and_first_paragraph,25,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.9631770227241956,0.9442685795191323,0.6967741935483871,0.9380927576635862,0.9030499907171112,0.9947159841479524,0.9965282421481644,0.5062670386799185,0.4474053008792746,0.0,0.5148770319211989,0.4224994678901184,0.5485436893203883,0.524533893424871
po,LogisticRegressionRidge,title_and_first_sentence_each_paragraph,26,No Upsampling,LogisticRegressionRidgeDual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5955693337641379,0.5133908258085226,0.0,0.6101335955254684,0.5535997380755445,0.6213592233009708,0.5188699145466062
po,NaiveBayes,raw_text,31,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.979913408071884,0.9755779096751722,0.8258064516129032,0.9725956858506376,0.9617816111322992,0.988110964332893,0.9906567755713188,0.6244056994993168,0.5569276150471104,0.0256410256410256,0.6575720256754739,0.6102365225086901,0.6456310679611651,0.5788825835818318
po,NaiveBayes,title,36,SMOTE,ComplementNaiveBayes_SMOTE,0.93819893846825,0.920757441579834,0.5741935483870968,0.9103097047926838,0.8741051257397927,0.9735799207397622,0.9800279743391797,0.5371785333615602,0.495624877373344,0.0,0.6247766994411769,0.5460123443316721,0.4902912621359223,0.4807698567097063
po,NaiveBayes,title_and_10_sentences,34,Random Oversampling,ComplementNaiveBayes_ROS,0.9709191557641196,0.9682908890806292,0.7612903225806451,0.9647266975014458,0.9534574628712298,0.9788639365918098,0.9855287786048096,0.5517360856902633,0.4623898860049249,0.0256410256410256,0.5843501872199759,0.4977171987676189,0.5485436893203883,0.4591774766586797
po,NaiveBayes,title_and_5_sentences,36,SMOTE,ComplementNaiveBayes_SMOTE,0.9921515836946968,0.9908467565850854,0.9548387096774194,0.9911618413911756,0.986316770344912,0.9933949801849404,0.9957433127918064,0.5263131472360191,0.4276621344074043,0.0256410256410256,0.5670221633813867,0.477092352092352,0.5242718446601942,0.4223529290258613
po,NaiveBayes,title_and_first_paragraph,34,Random Oversampling,ComplementNaiveBayes_ROS,0.964251409078708,0.962747179959452,0.7548387096774194,0.965608014517648,0.9593431480952498,0.964332892998679,0.9674662468901198,0.504929887116793,0.4273389843437929,0.0,0.5643509569623218,0.4734041693600517,0.4805825242718446,0.4130548336375404
po,NaiveBayes,title_and_first_sentence_each_paragraph,31,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.9814440826365912,0.972204055762281,0.8451612903225807,0.9733611153302448,0.9570702482041538,0.9907529722589168,0.9894838864009406,0.6097866615249462,0.5400767625441857,0.0,0.6243927466865863,0.5559473176871452,0.6262135922330098,0.5715744781534255
