language,unit_of_analysis,f1_micro,precision_micro,recall_micro,f1_macro,precision_macro,recall_macro,accuracy
en,title_and_first_sentence_each_paragraph,0.6620879120879121,0.7554858934169278,0.589242053789731,0.5073467410471721,0.6127872066963376,0.44849374919218477,0.11650485436893204
fr,title_and_first_sentence_each_paragraph,0.5315315315315315,0.6145833333333334,0.46825396825396826,0.3524086425521193,0.39721343082687627,0.33725262832405684,0.09523809523809523
ge,title_and_first_sentence_each_paragraph,0.576271186440678,0.6910569105691057,0.4941860465116279,0.43878500412335,0.5890240306648975,0.40016155585041036,0.02857142857142857
it,title_and_first_sentence_each_paragraph,0.5353535353535354,0.6385542168674698,0.4608695652173913,0.4109883876099287,0.49293008870214755,0.3676448128233843,0.08333333333333333
po,title_and_first_sentence_each_paragraph,0.6229508196721311,0.7125,0.5533980582524272,0.5080702920488226,0.6859454597689894,0.4586771311395371,0.05128205128205128
ru,title_and_first_sentence_each_paragraph,0.4605263157894737,0.5303030303030303,0.4069767441860465,0.35176136124411983,0.4083333333333334,0.3255102040816326,0.18421052631578946
