language,unit_of_analysis,f1_micro,precision_micro,recall_micro,f1_macro,precision_macro,recall_macro,accuracy
en,title,0.5958620689655173,0.6835443037974683,0.5281173594132029,0.40438030651979534,0.5135266227703202,0.3591628841640124,0.0970873786407767
fr,title,0.37073170731707317,0.4810126582278481,0.30158730158730157,0.23573951111545097,0.263749345892203,0.22198206555349415,0.07142857142857142
ge,title,0.5159010600706714,0.6576576576576577,0.42441860465116277,0.3955863795149509,0.5175492166563594,0.3539469296490526,0.02857142857142857
it,title,0.4759493670886077,0.5696969696969697,0.40869565217391307,0.34160792609843577,0.4157544836116264,0.30975321511035797,0.016666666666666666
po,title,0.558011049723757,0.6474358974358975,0.49029126213592233,0.4355985416677588,0.5562297354839372,0.39162804613932434,0.05128205128205128
ru,title,0.3181818181818182,0.45652173913043476,0.2441860465116279,0.16833635163467098,0.20931013431013432,0.1516156462585034,0.10526315789473684
