language,unit_of_analysis,f1_micro,precision_micro,recall_micro,f1_macro,precision_macro,recall_macro,accuracy
en,title_and_10_sentences,0.6719787516600265,0.7354651162790697,0.6185819070904646,0.5202061120521687,0.6318345432325506,0.46999195553218637,0.07766990291262135
fr,title_and_10_sentences,0.5084745762711864,0.5454545454545454,0.47619047619047616,0.4098455862895874,0.4536973156334058,0.3988991960420532,0.047619047619047616
ge,title_and_10_sentences,0.5830508474576271,0.6991869918699187,0.5,0.43516797188526907,0.571034719249005,0.40551115182915265,0.0
it,title_and_10_sentences,0.5888077858880779,0.6685082872928176,0.5260869565217391,0.45709770852824827,0.5233044499851223,0.42376481144338285,0.15
po,title_and_10_sentences,0.6388888888888888,0.7467532467532467,0.558252427184466,0.5521227216053544,0.7219221254935541,0.49761306988750603,0.05128205128205128
ru,title_and_10_sentences,0.5,0.5405405405405406,0.46511627906976744,0.3839874411302983,0.44019274376417233,0.3600340136054422,0.15789473684210525
