language,unit_of_analysis,f1_micro,precision_micro,recall_micro,f1_macro,precision_macro,recall_macro,accuracy
en,title_and_10_sentences,0.7100271002710027,0.7963525835866262,0.6405867970660146,0.5379896925448243,0.6638068527969253,0.47699113008551935,0.1262135922330097
fr,title_and_10_sentences,0.5333333333333333,0.5614035087719298,0.5079365079365079,0.4486100299777495,0.5424262012497306,0.4378555967841682,0.07142857142857142
ge,title_and_10_sentences,0.6336633663366337,0.732824427480916,0.5581395348837209,0.5166840558274085,0.6412008104677278,0.474281203709554,0.02857142857142857
it,title_and_10_sentences,0.6031746031746031,0.7702702702702703,0.4956521739130435,0.49506717194226324,0.6629802668595772,0.4198121971336258,0.15
po,title_and_10_sentences,0.6666666666666666,0.7469879518072289,0.6019417475728155,0.5998122926757018,0.6955984491698778,0.5490683501961697,0.02564102564102564
ru,title_and_10_sentences,0.5333333333333334,0.625,0.46511627906976744,0.43616409192446065,0.5117380285447513,0.40909863945578234,0.21052631578947367
