language,model_type,model_subtype,model_name,unit_of_analysis,index,train_f1_micro,train_f1_macro,train_accuracy,train_precision_micro,train_precision_macro,train_recall_micro,train_recall_macro,test_f1_micro,test_f1_macro,test_accuracy,test_precision_micro,test_precision_macro,test_recall_micro,test_recall_macro
fr,KNN,Random Oversampling,kNN_ROS,title_and_first_paragraph,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2225749559082892,0.1380080237223094,0.0476190476190476,0.3189342403628117,0.2173469387755102,0.1984126984126984,0.1245500927643784
fr,KNN,Random Oversampling,kNN_ROS,title_and_first_sentence_each_paragraph,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2992186010157768,0.1986321338054329,0.0,0.3778108465608465,0.2648809523809524,0.2698412698412698,0.1779962894248608
fr,KNN,SMOTE,kNN_SMOTE,raw_text,3,0.8004571954544234,0.7629249361706443,0.2426035502958579,0.742335754346911,0.668205458102732,0.906930693069307,0.9444113947873348,0.4371446662555172,0.3941579087805396,0.0476190476190476,0.4340507376221661,0.3559669497169496,0.492063492063492,0.4953014842300556
fr,KNN,SMOTE,kNN_SMOTE,title,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2350900399146013,0.1527360066833751,0.0238095238095238,0.2847222222222222,0.2107142857142857,0.2301587301587301,0.1478153988868274
fr,KNN,SMOTE,kNN_SMOTE,title_and_10_sentences,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4059585543619157,0.3069707043656624,0.0238095238095238,0.5143140589569161,0.4082212430426715,0.365079365079365,0.2745763760049474
fr,KNN,SMOTE,kNN_SMOTE,title_and_5_sentences,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1480691779199241,0.0533049040511727,0.0,0.1181027966742252,0.042517006802721,0.1984126984126984,0.0714285714285714
fr,KNN,SMOTE,kNN_SMOTE,title_and_first_paragraph,3,0.3314858357389475,0.1960715340104569,0.0414201183431952,0.5461746174617461,0.3896103896103896,0.3564356435643564,0.2034447382191743,0.1758469556977019,0.0711620469083155,0.0,0.2292139077853363,0.1139455782312925,0.2142857142857142,0.0816326530612244
fr,KNN,SMOTE,kNN_SMOTE,title_and_first_sentence_each_paragraph,3,0.3583333800057319,0.2174148940489199,0.0650887573964497,0.4999673441028313,0.333483709273183,0.3108910891089109,0.18325759453579,0.2077188698241329,0.1283670715249662,0.0238095238095238,0.271898075469504,0.1702642595499738,0.1825396825396825,0.1151994434137291
fr,KNN,SVMSMOTE,kNN_SVMSMOTE,raw_text,4,0.6369841639423613,0.5139575473888955,0.1775147928994082,0.8491353805255455,0.8807958582157563,0.5801980198019802,0.4379157276945866,0.4008861720884871,0.3303180089830006,0.119047619047619,0.5226478217549646,0.4554692331478046,0.4047619047619047,0.3275262832405689
fr,KNN,SVMSMOTE,kNN_SVMSMOTE,title,4,0.220065000451658,0.1199404034585486,0.059171597633136,0.2435578963116091,0.1337262068288854,0.2376237623762376,0.1283010640153497,0.232183908045977,0.1292610837438423,0.0238095238095238,0.2186020607073238,0.1185964912280701,0.2539682539682539,0.1466048237476809
fr,KNN,SVMSMOTE,kNN_SVMSMOTE,title_and_10_sentences,4,0.2442691358402468,0.1435025791480296,0.0473372781065088,0.5457272824206932,0.3628798133108478,0.1742574257425742,0.1009891945982171,0.2176041357874974,0.1303815991591883,0.0476190476190476,0.431998556998557,0.2483766233766234,0.1666666666666666,0.1034137291280148
fr,KNN,SVMSMOTE,kNN_SVMSMOTE,title_and_5_sentences,4,0.3900834139227876,0.2131605758582502,0.1538461538461538,0.3920792079207921,0.2142857142857142,0.3881188118811881,0.2120530263387406,0.1480691779199241,0.0533049040511727,0.0,0.1181027966742252,0.042517006802721,0.1984126984126984,0.0714285714285714
fr,KNN,SVMSMOTE,kNN_SVMSMOTE,title_and_first_paragraph,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3444267008306417,0.2806569046716829,0.0476190476190476,0.4539682539682539,0.4059523809523809,0.3095238095238095,0.2486935683364255
fr,KNN,SVMSMOTE,kNN_SVMSMOTE,title_and_first_sentence_each_paragraph,4,0.5545662618028045,0.4919601624041805,0.0355029585798816,0.601214876177348,0.5155661882421778,0.5663366336633663,0.5550268700290816,0.3436979312555349,0.2870561331390824,0.0,0.4693056852370577,0.3692354214413038,0.3412698412698413,0.3298067408781694
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,raw_text,5,0.9877703870349268,0.9797498174999024,0.9349112426035504,0.9787633049019188,0.9664089878375594,0.998019801980198,0.9952380952380953,0.3892184461628905,0.3207595645095645,0.1428571428571428,0.5049618921642731,0.427451814058957,0.365079365079365,0.2949536178107607
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,title,5,0.998050413737026,0.997791580400276,0.9881656804733728,0.9961598408716434,0.9956628828442922,1.0,1.0,0.2621391148488944,0.2191379359081222,0.0,0.3384343795997931,0.2810597923379878,0.2619047619047619,0.2176144094001237
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,title_and_10_sentences,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2786141881501764,0.1863780071671923,0.0714285714285714,0.3981481481481481,0.2547619047619048,0.238095238095238,0.1636626468769326
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,title_and_5_sentences,5,0.979154977791776,0.9703439579749455,0.8994082840236687,0.9599687822131986,0.9436887468757804,1.0,1.0,0.3460632146030892,0.2773059669711052,0.0476190476190476,0.4084795955419205,0.3518098906229158,0.3253968253968254,0.2565367965367965
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,title_and_first_paragraph,5,0.9866787452961172,0.9829259553207892,0.9289940828402368,0.9743511353037176,0.9671133390646248,1.0,1.0,0.3863351780958297,0.3185281771278012,0.0476190476190476,0.4390524728409882,0.3683956916099772,0.373015873015873,0.3054499072356215
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,title_and_first_sentence_each_paragraph,5,0.9883934087674124,0.9824384733139252,0.940828402366864,0.9794214379437192,0.971071283709022,0.998019801980198,0.9948979591836736,0.3515807856350658,0.2731596991543843,0.0,0.3826989567756926,0.3175672900739243,0.3492063492063492,0.2635204081632653
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,raw_text,6,0.99897575964493,0.9975369458128078,0.9940828402366864,1.0,1.0,0.998019801980198,0.9952380952380953,0.3424386506739447,0.2776061193708252,0.0476190476190476,0.4200036917123751,0.3347354093152412,0.3174603174603174,0.2593645640074211
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,title,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.270154757059519,0.22363073434502,0.0,0.3559122164385322,0.3149604781183728,0.2698412698412698,0.2180364873222016
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,title_and_10_sentences,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3249427458383673,0.2306033840968604,0.0476190476190476,0.4722348198538674,0.3257369614512471,0.2936507936507936,0.2156802721088435
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,title_and_5_sentences,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3379694789793312,0.2718126905934788,0.0476190476190476,0.4101158982111362,0.3353174603174603,0.3174603174603174,0.2534863945578231
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,title_and_first_paragraph,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4083010869665004,0.3436415558126084,0.0714285714285714,0.4950904435848414,0.4299503134587168,0.3809523809523809,0.3143784786641929
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,title_and_first_sentence_each_paragraph,6,0.998973230656399,0.9973544973544972,0.9940828402366864,1.0,1.0,0.998019801980198,0.9948979591836736,0.3660473677089274,0.2824793385947414,0.0,0.4204717240431526,0.3474412492269635,0.3571428571428571,0.2663775510204081
fr,LinearSVM,No Upsampling,LinearSVMDual,raw_text,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3884681894437992,0.280534262485482,0.0952380952380952,0.4997373949579832,0.3686974789915966,0.373015873015873,0.2710250463821892
fr,LinearSVM,No Upsampling,LinearSVMDual,title,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2694536166999935,0.2131353187874927,0.0,0.3441062974897561,0.2865198711063372,0.2777777777777778,0.2191728509585652
fr,LinearSVM,No Upsampling,LinearSVMDual,title_and_10_sentences,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2978577278599672,0.2057973878226804,0.0714285714285714,0.436641323195945,0.2951780712284914,0.2539682539682539,0.1790847247990105
fr,LinearSVM,No Upsampling,LinearSVMDual,title_and_5_sentences,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3600772078137217,0.2951468563965175,0.0238095238095238,0.3903335408237369,0.3166549953314659,0.3571428571428571,0.2938744588744589
fr,LinearSVM,No Upsampling,LinearSVMDual,title_and_first_paragraph,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3995641448962251,0.334239846410899,0.0714285714285714,0.4815983800927778,0.4192360277444311,0.373015873015873,0.3054499072356215
fr,LinearSVM,No Upsampling,LinearSVMDual,title_and_first_sentence_each_paragraph,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3521494992173801,0.2749768272370538,0.0,0.3787987434917259,0.3174774056353003,0.3492063492063492,0.2635204081632653
fr,LinearSVM,Random Oversampling,LinearSVMDual_ROS,raw_text,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3760213032581453,0.3152224310776942,0.119047619047619,0.5075642792729628,0.4319715065513384,0.3571428571428571,0.2945315398886827
fr,LinearSVM,Random Oversampling,LinearSVMDual_ROS,title,8,0.9990185105467068,0.9993788819875776,0.9940828402366864,0.998053943325367,0.998768472906404,1.0,1.0,0.2641092193158019,0.2294878802336785,0.0,0.3381582262534643,0.314172335600907,0.2777777777777778,0.2342377860235003
fr,LinearSVM,Random Oversampling,LinearSVMDual_ROS,title_and_10_sentences,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2978577278599672,0.2057973878226804,0.0714285714285714,0.436641323195945,0.2951780712284914,0.2539682539682539,0.1790847247990105
fr,LinearSVM,Random Oversampling,LinearSVMDual_ROS,title_and_5_sentences,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3426023439678902,0.2780944195860162,0.0238095238095238,0.3708357222031112,0.2998108015135878,0.3412698412698413,0.2771768707482993
fr,LinearSVM,Random Oversampling,LinearSVMDual_ROS,title_and_first_paragraph,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.405012136058502,0.3403622953904908,0.0714285714285714,0.5079778207579327,0.4404945311457916,0.373015873015873,0.3078849721706864
fr,LinearSVM,Random Oversampling,LinearSVMDual_ROS,title_and_first_sentence_each_paragraph,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3541032047425909,0.277421640592996,0.0,0.4026285952977682,0.3413668098818475,0.3412698412698413,0.2570269016697588
fr,LinearSVM,SMOTE,LinearSVMDual_SMOTE,raw_text,9,0.9989896948878562,0.9985422740524782,0.9940828402366864,1.0,1.0,0.998019801980198,0.9971428571428572,0.3219219145006251,0.2218890554722638,0.0714285714285714,0.3993746993746994,0.2643939393939394,0.2936507936507936,0.2068367346938775
fr,LinearSVM,SMOTE,LinearSVMDual_SMOTE,title,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2677585123663555,0.2113561275325981,0.0,0.3451150770699642,0.2867422677573054,0.2698412698412698,0.2126793444650587
fr,LinearSVM,SMOTE,LinearSVMDual_SMOTE,title_and_10_sentences,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3207135181696746,0.226073588196807,0.0714285714285714,0.4933862433862434,0.344047619047619,0.2777777777777778,0.2002581941867656
fr,LinearSVM,SMOTE,LinearSVMDual_SMOTE,title_and_5_sentences,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3294437925390306,0.2683943041085898,0.0,0.4328102001034332,0.3615467239527389,0.3095238095238095,0.2492377860235002
fr,LinearSVM,SMOTE,LinearSVMDual_SMOTE,title_and_first_paragraph,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3942655619772495,0.3128525064786742,0.0476190476190476,0.5458861607320992,0.4452678507300356,0.3571428571428571,0.2810992578849721
fr,LinearSVM,SMOTE,LinearSVMDual_SMOTE,title_and_first_sentence_each_paragraph,9,0.9989845138359992,0.9981684981684982,0.9940828402366864,1.0,1.0,0.998019801980198,0.9964285714285712,0.3549762130534244,0.270294626038629,0.0238095238095238,0.4261778785588309,0.348922902494331,0.3412698412698413,0.2495640074211502
fr,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,raw_text,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4019373696793051,0.3319932755416626,0.0952380952380952,0.5248132586367881,0.4558823529411765,0.3809523809523809,0.3043784786641929
fr,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,title,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2751771768775767,0.2145173658591949,0.0,0.3488032249937012,0.2665532879818594,0.2698412698412698,0.2140708101422387
fr,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,title_and_10_sentences,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3555243525080035,0.2655662930748602,0.0952380952380952,0.4504301254301254,0.3211163836163836,0.3253968253968254,0.2507730364873222
fr,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,title_and_5_sentences,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3624888104854004,0.3203843329163022,0.0476190476190476,0.3760848881462916,0.3298350041771094,0.365079365079365,0.323517316017316
fr,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,title_and_first_paragraph,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4276641233474373,0.3747401472575689,0.0476190476190476,0.4780092592592592,0.4223214285714287,0.4126984126984127,0.3594155844155843
fr,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,title_and_first_sentence_each_paragraph,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3536144737434555,0.2832517362124553,0.0,0.3687645038522231,0.3076972734867471,0.3571428571428571,0.2809230055658627
fr,LogisticRegression,No Upsampling,LogisticRegression,raw_text,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3088858158302602,0.2247174122174122,0.119047619047619,0.456728588871446,0.3197409733124018,0.246031746031746,0.1801762523191094
fr,LogisticRegression,No Upsampling,LogisticRegression,title,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2643094559761226,0.2074459270887842,0.0,0.3476078750588554,0.2876032464267758,0.2539682539682539,0.1986487322201608
fr,LogisticRegression,No Upsampling,LogisticRegression,title_and_10_sentences,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2558869701726845,0.1665770737199308,0.0714285714285714,0.4087301587301587,0.2634199134199134,0.2063492063492063,0.1366450216450216
fr,LogisticRegression,No Upsampling,LogisticRegression,title_and_5_sentences,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3306021594040027,0.2632588225906198,0.0476190476190476,0.3853367370339949,0.3205979760325182,0.3095238095238095,0.2411116264687693
fr,LogisticRegression,No Upsampling,LogisticRegression,title_and_first_paragraph,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3568724680128189,0.287835971463791,0.0476190476190476,0.4360948082936879,0.3691143123916233,0.3253968253968254,0.2565166975881262
fr,LogisticRegression,No Upsampling,LogisticRegression,title_and_first_sentence_each_paragraph,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2947561697561697,0.2033383283383283,0.0476190476190476,0.4288156288156287,0.3084249084249084,0.246031746031746,0.1684137291280148
fr,LogisticRegression,Random Oversampling,LogisticRegression_ROS,raw_text,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3406341600786045,0.2333546083546083,0.0952380952380952,0.4369004011861155,0.3051412872841444,0.2936507936507936,0.2009554730983302
fr,LogisticRegression,Random Oversampling,LogisticRegression_ROS,title,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2643094559761226,0.2074459270887842,0.0,0.3476078750588554,0.2876032464267758,0.2539682539682539,0.1986487322201608
fr,LogisticRegression,Random Oversampling,LogisticRegression_ROS,title_and_10_sentences,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2579445833414088,0.1678998250426822,0.0714285714285714,0.413003663003663,0.2661671661671662,0.2063492063492063,0.1366450216450216
fr,LogisticRegression,Random Oversampling,LogisticRegression_ROS,title_and_5_sentences,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3306525499305837,0.266886940504452,0.0476190476190476,0.3952212463932942,0.3419815294538869,0.3095238095238095,0.2411116264687693
fr,LogisticRegression,Random Oversampling,LogisticRegression_ROS,title_and_first_paragraph,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3616564397266151,0.29034812305489,0.0714285714285714,0.4298603066957777,0.3597128325014216,0.3412698412698413,0.2695037105751391
fr,LogisticRegression,Random Oversampling,LogisticRegression_ROS,title_and_first_sentence_each_paragraph,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3228535917560307,0.2210745410222762,0.0476190476190476,0.438240231990232,0.3133143642072213,0.2777777777777778,0.1879684601113172
fr,LogisticRegression,SMOTE,LogisticRegression_SMOTE,raw_text,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3326733205960259,0.2315031988945032,0.0714285714285714,0.4266454445025874,0.3032443746729461,0.2857142857142857,0.1980983302411874
fr,LogisticRegression,SMOTE,LogisticRegression_SMOTE,title,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.254589246053073,0.2040493960625806,0.0,0.3405033238366571,0.2851953601953602,0.246031746031746,0.1957915893630179
fr,LogisticRegression,SMOTE,LogisticRegression_SMOTE,title_and_10_sentences,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.251383901630207,0.162729115438475,0.0714285714285714,0.3841269841269841,0.241991341991342,0.2063492063492063,0.1366450216450216
fr,LogisticRegression,SMOTE,LogisticRegression_SMOTE,title_and_5_sentences,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3312068457229747,0.267340455243681,0.0476190476190476,0.3898718844262851,0.3376047787536067,0.3095238095238095,0.2411116264687693
fr,LogisticRegression,SMOTE,LogisticRegression_SMOTE,title_and_first_paragraph,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3464321578356666,0.2717112044179713,0.0714285714285714,0.388618312822205,0.3146627071881384,0.3333333333333333,0.2572588126159554
fr,LogisticRegression,SMOTE,LogisticRegression_SMOTE,title_and_first_sentence_each_paragraph,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.338161309589881,0.2304314732886161,0.0476190476190476,0.4331573655103067,0.3074845322744482,0.2936507936507936,0.1973191094619666
fr,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,raw_text,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3292661140029561,0.2263973119612217,0.0714285714285714,0.495890022675737,0.360969387755102,0.2857142857142857,0.1956632653061224
fr,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,title,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2947453340310483,0.2518903715332287,0.0,0.360192512643493,0.2849725437960732,0.2936507936507936,0.2704993815708101
fr,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,title_and_10_sentences,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2581091823702661,0.1649757604191101,0.0952380952380952,0.4139249639249639,0.2679653679653679,0.2142857142857142,0.1393119975262832
fr,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,title_and_5_sentences,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.315895861421313,0.240702547999346,0.0238095238095238,0.3819081433743087,0.3230039384174722,0.3015873015873015,0.2232544836116264
fr,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,title_and_first_paragraph,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3594470935636349,0.322211576017967,0.0476190476190476,0.4099739895958383,0.3872448979591836,0.3412698412698413,0.2964053803339517
fr,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,title_and_first_sentence_each_paragraph,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3284799959869988,0.2191898554293512,0.0238095238095238,0.3868152816682229,0.2573929571828732,0.3015873015873015,0.2038126159554731
fr,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,raw_text,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3977908335051192,0.3220398648970077,0.119047619047619,0.5047236145920356,0.4352600250626567,0.365079365079365,0.2840445269016697
fr,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,title,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2551346801346801,0.1941558441558441,0.0,0.382303476946334,0.3008503401360544,0.2222222222222222,0.1685837971552257
fr,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,title_and_10_sentences,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3135470494316417,0.233180543882307,0.0714285714285714,0.4777410964385754,0.3500250100040016,0.2698412698412698,0.2040847247990105
fr,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,title_and_5_sentences,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3340908536761071,0.2831678223586599,0.0476190476190476,0.3543727042473909,0.3102697219238572,0.3412698412698413,0.286060606060606
fr,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,title_and_first_paragraph,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4364353414090381,0.3866116985198765,0.0238095238095238,0.4667032992534246,0.4063147587583678,0.4365079365079365,0.3900046382189239
fr,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,title_and_first_sentence_each_paragraph,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3601444016286697,0.2846393403677946,0.0,0.3881602153531978,0.3198944330523278,0.3571428571428571,0.2772866419294991
fr,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,raw_text,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3341645836288239,0.2286620127417773,0.0714285714285714,0.451007326007326,0.3118131868131867,0.2857142857142857,0.1967068645640074
fr,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,title,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2217102465349309,0.1667055634096307,0.0,0.3461984793917567,0.2702790206991888,0.1984126984126984,0.14786951144094
fr,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,title_and_10_sentences,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2801273987984204,0.1867012399085648,0.0714285714285714,0.4031368102796674,0.2568027210884354,0.238095238095238,0.1636626468769326
fr,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,title_and_5_sentences,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3464703389773417,0.2871504662471049,0.0476190476190476,0.421404867990081,0.3845402195966105,0.3253968253968254,0.2604993815708101
fr,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,title_and_first_paragraph,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.385316003452361,0.3254391753370091,0.0714285714285714,0.4485827664399093,0.3967687074829931,0.365079365079365,0.3007421150278292
fr,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,title_and_first_sentence_each_paragraph,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3505421826850398,0.3028562707134136,0.0714285714285714,0.4364976073309407,0.3789245476745477,0.3174603174603174,0.2718367346938775
fr,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,raw_text,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3515162357058764,0.2796667478998306,0.0952380952380952,0.4637260887260886,0.3839244089244089,0.3015873015873015,0.235278293135436
fr,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,title,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2322321320568164,0.1704934421975095,0.0,0.356827731092437,0.2741055513114337,0.2063492063492063,0.1507266542980828
fr,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,title_and_10_sentences,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2888849631268337,0.1947813685117302,0.0714285714285714,0.4126984126984127,0.2666666666666666,0.246031746031746,0.170156153370439
fr,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,title_and_5_sentences,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3528689373001291,0.3004720167636948,0.0,0.4171416714834082,0.4003217953848206,0.3492063492063492,0.2890306122448979
fr,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,title_and_first_paragraph,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3761844196368005,0.3006770015698587,0.0476190476190476,0.4417505403720942,0.3652046783625731,0.3571428571428571,0.2810451453308596
fr,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,title_and_first_sentence_each_paragraph,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3635721247563352,0.2983934768239279,0.0714285714285714,0.439565725280011,0.3737631416202845,0.3412698412698413,0.2751901669758813
fr,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,raw_text,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3543371150795509,0.2813349037605331,0.0714285714285714,0.4765000872143729,0.3915620094191522,0.3015873015873015,0.235278293135436
fr,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,title,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.231031293298374,0.1724521337875375,0.0,0.3874779541446208,0.321329365079365,0.1984126984126984,0.1456246134817563
fr,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,title_and_10_sentences,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2572475143903716,0.1623233908948194,0.0714285714285714,0.3813492063492063,0.2321428571428571,0.2142857142857142,0.1387708719851577
fr,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,title_and_5_sentences,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3362184772899058,0.2714491857349,0.0238095238095238,0.4010361649533107,0.3521822764193397,0.3174603174603174,0.2462136672850958
fr,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,title_and_first_paragraph,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3726149036612696,0.2960399510681465,0.0714285714285714,0.4417646688304951,0.3617530345471521,0.3492063492063492,0.273956400742115
fr,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,title_and_first_sentence_each_paragraph,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.355526479597687,0.3068516880436385,0.0714285714285714,0.4925722425722426,0.4402701465201464,0.3095238095238095,0.2629081632653061
