language,unit_of_analysis,f1_micro,precision_micro,recall_micro,f1_macro,precision_macro,recall_macro,accuracy
en,title_and_first_sentence_each_paragraph,0.6844207723035952,0.7514619883040936,0.628361858190709,0.5404748432731832,0.6267144150124798,0.48863196307893597,0.06796116504854369
fr,title_and_first_sentence_each_paragraph,0.5126050420168068,0.5446428571428571,0.48412698412698413,0.35312824185004626,0.4140675835551612,0.34918058132343843,0.07142857142857142
ge,title_and_first_sentence_each_paragraph,0.5975609756097561,0.6282051282051282,0.5697674418604651,0.46818145149924206,0.4885635677195778,0.480719129757166,0.0
it,title_and_first_sentence_each_paragraph,0.575682382133995,0.6705202312138728,0.5043478260869565,0.4400761568698989,0.533147190433122,0.4022202161487875,0.11666666666666667
po,title_and_first_sentence_each_paragraph,0.6666666666666666,0.754601226993865,0.5970873786407767,0.5934619466256337,0.7637045925089403,0.5469442211923415,0.05128205128205128
ru,title_and_first_sentence_each_paragraph,0.4675324675324676,0.5294117647058824,0.4186046511627907,0.32836070066242273,0.37847684528356795,0.31445578231292515,0.18421052631578946
