language,unit_of_analysis,model_type,model_subtype,model_name,train_f1_micro,train_f1_macro,train_accuracy,train_precision_micro,train_precision_macro,train_recall_micro,train_recall_macro,test_f1_micro,test_f1_macro,test_accuracy,test_precision_micro,test_precision_macro,test_recall_micro,test_recall_macro
it,title_and_first_sentence_each_paragraph,Dummy Classifier,No Upsampling,DummyProbSampling,0.30080664972728627,0.2600173881407967,0.0,0.3013776714091241,0.25844926306356497,0.30097087378640774,0.26252835679565756,0.32140069308355745,0.24381770890174254,0.0,0.3464691120806988,0.2625381332222764,0.30434782608695654,0.23443541550684405
it,title_and_first_sentence_each_paragraph,Dummy Classifier,No Upsampling,DummyUniformSampling,0.35797565478197624,0.3278705913700845,0.0,0.300181686450657,0.26275606964129133,0.47680690399137,0.48441097261709304,0.36023594447460383,0.3141736054009384,0.0,0.3241334383635613,0.25721210647219706,0.46956521739130436,0.49613661256518393
it,title_and_first_sentence_each_paragraph,Dummy Classifier,No Upsampling,DummyMostFrequent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it,title_and_first_sentence_each_paragraph,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.5678068530220767,0.5722768691564061,0.0,0.5369616995918721,0.5418093163191202,0.9072276159654801,0.916281858365466,0.45938111850723096,0.35517541266644476,0.0,0.348268238761975,0.30096852300242133,0.8391304347826087,0.7235449735449736
it,title_and_first_sentence_each_paragraph,KNN,No Upsampling,kNN,0.2609178802823185,0.2344849521007863,0.04938271604938271,0.6050640460102334,0.5451567723863738,0.2588996763754045,0.2318797240260723,0.12772462482157323,0.06892508556217518,0.05,0.10540490853938782,0.053760193295077016,0.17391304347826086,0.1270913770913771
it,title_and_first_sentence_each_paragraph,KNN,Random Oversampling,kNN_ROS,0.7690291120663278,0.7450086506567131,0.00411522633744856,0.7903848447949702,0.7506145672192629,0.9083063646170443,0.9185255283489874,0.307168174677881,0.22018998716524021,0.0,0.30727837380011297,0.2100803957946815,0.5,0.4424352924352924
it,title_and_first_sentence_each_paragraph,KNN,SMOTE,kNN_SMOTE,0.5820507327813625,0.5859021938160792,0.0,0.5356724633985394,0.5400671560403746,0.9201725997842503,0.9316083576287658,0.4512940535095967,0.3342940700661707,0.0,0.3215868337017932,0.22909604519774013,0.8347826086956521,0.7116402116402115
it,title_and_first_sentence_each_paragraph,KNN,SVMSMOTE,kNN_SVMSMOTE,0.6211894081889802,0.5927281993622755,0.0,0.6309112835864544,0.6093778470580122,0.8759439050701187,0.8650059562995704,0.45242200746334715,0.33528092057691034,0.0,0.32324367477278315,0.23044060459314694,0.8304347826086956,0.7083934583934584
it,title_and_first_sentence_each_paragraph,LinearSVM,BorderlineSMOTE,LinearSVM_BorderlineSMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41978337665087934,0.3541620878338146,0.06666666666666667,0.5447788034271965,0.4904689642655481,0.3739130434782609,0.30852866263580553
it,title_and_first_sentence_each_paragraph,LinearSVM,BorderlineSMOTE,LinearSVM_SVMSMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41978337665087934,0.3541620878338146,0.06666666666666667,0.5447788034271965,0.4904689642655481,0.3739130434782609,0.30852866263580553
it,title_and_first_sentence_each_paragraph,LinearSVM,No Upsampling,LinearSVM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41978337665087934,0.3541620878338146,0.06666666666666667,0.5447788034271965,0.4904689642655481,0.3739130434782609,0.30852866263580553
it,title_and_first_sentence_each_paragraph,LinearSVM,Random Oversampling,LinearSVM_ROS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41978337665087934,0.3541620878338146,0.06666666666666667,0.5447788034271965,0.4904689642655481,0.3739130434782609,0.30852866263580553
it,title_and_first_sentence_each_paragraph,LinearSVM,SMOTE,LinearSVM_SMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41978337665087934,0.3541620878338146,0.06666666666666667,0.5447788034271965,0.4904689642655481,0.3739130434782609,0.30852866263580553
it,title_and_first_sentence_each_paragraph,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4320969716818392,0.36445894559965336,0.05,0.5639108862152341,0.5008795965938823,0.3782608695652174,0.31491602527316814
it,title_and_first_sentence_each_paragraph,LogisticRegression,No Upsampling,LogisticRegression,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4200035056414244,0.3549262364836135,0.05,0.5287248765727026,0.47627790859933716,0.3782608695652174,0.3136335577407006
it,title_and_first_sentence_each_paragraph,LogisticRegression,Random Oversampling,LogisticRegression_ROS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4216446004407216,0.356567674675438,0.05,0.5485714285714286,0.4907312925170068,0.3739130434782609,0.3103481607053036
it,title_and_first_sentence_each_paragraph,LogisticRegression,SMOTE,LogisticRegression_SMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42484928361569285,0.35933583527072965,0.05,0.5586703151920543,0.5001498501498501,0.3695652173913043,0.3081309122380551
it,title_and_first_sentence_each_paragraph,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4415194805564269,0.37381782510422173,0.03333333333333333,0.5708542905283666,0.5213553068085623,0.391304347826087,0.3234720870435156
