language,model_type,model_subtype,model_name,unit_of_analysis,index,train_f1_micro,train_f1_macro,train_accuracy,train_precision_micro,train_precision_macro,train_recall_micro,train_recall_macro,test_f1_micro,test_f1_macro,test_accuracy,test_precision_micro,test_precision_macro,test_recall_micro,test_recall_macro
en,Dummy Classifier,No Upsampling,DummyProbSampling,title_and_first_paragraph,0,0.4014656340498292,0.2777503937898255,0.0024330900243309,0.3975422510881399,0.2752920133399056,0.4056895485466914,0.2805005210296126,0.4098153140529592,0.2751007505768165,0.0,0.4194769207063145,0.2739764086928346,0.4034229828850856,0.2810238110284525
en,Dummy Classifier,No Upsampling,DummyProbSampling,title_and_first_sentence_each_paragraph,0,0.3868625169738225,0.2752615380672636,0.0,0.3865736146944967,0.2752546948134702,0.3877551020408163,0.2758672762070087,0.3842943274399922,0.2446457732323676,0.0,0.4010431274240842,0.2491544163444432,0.3740831295843521,0.2448374136413424
en,Dummy Classifier,No Upsampling,DummyUniformSampling,raw_text,1,0.4120309364015009,0.3216938931657242,0.0,0.3848522590376939,0.2766728306205878,0.4916512059369202,0.4827317595933402,0.434823026121119,0.3101242735896328,0.0,0.4255232621569909,0.2774237921301862,0.491442542787286,0.4779627574679582
en,Dummy Classifier,No Upsampling,DummyUniformSampling,title,1,0.4285027951505966,0.3411567366477078,0.0,0.4004197760537262,0.2924336272274114,0.5132962275819418,0.5221901713174254,0.4268898728830519,0.3156855893046383,0.0,0.4253230704161587,0.2839606166521165,0.4816625916870415,0.5114873312713261
en,Dummy Classifier,No Upsampling,DummyUniformSampling,title_and_10_sentences,1,0.4109074759018202,0.3217969333558086,0.0,0.3852496616885175,0.2772131475244566,0.4897959183673469,0.4796574363550396,0.4285257659963623,0.3180828178909621,0.0,0.420893373039742,0.2812291531602106,0.4938875305623472,0.5270269415765182
en,Dummy Classifier,No Upsampling,DummyUniformSampling,title_and_5_sentences,1,0.4132082712618014,0.3327454052121015,0.0,0.3848575602536107,0.283513664115413,0.4984539270253555,0.5188994945562547,0.4365037562618217,0.3151408061015554,0.0,0.4283174104517421,0.281781874659922,0.4987775061124694,0.494407394762515
en,Dummy Classifier,No Upsampling,DummyUniformSampling,title_and_first_paragraph,1,0.4156022327185009,0.332360232731439,0.0,0.3916293518598761,0.2862146956497579,0.4978354978354978,0.5131067965222346,0.4585325638386466,0.3293615349534424,0.0,0.4425157079281652,0.289787325649104,0.5330073349633252,0.5405624112856575
en,Dummy Classifier,No Upsampling,DummyUniformSampling,title_and_first_sentence_each_paragraph,1,0.4221989846730877,0.3270880833015665,0.0,0.389502307476607,0.2788950519108584,0.507730364873222,0.4968457001409598,0.4302548479518591,0.314237402548935,0.0,0.4181076344527456,0.2796314642715119,0.491442542787286,0.470770854603857
en,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,raw_text,3,0.4582920657365998,0.3839839972260287,0.0048661800486618,0.5238622215247574,0.3560497679007624,0.8014842300556586,0.902590554416648,0.4658108709819974,0.3512784666195324,0.0,0.5527946082784819,0.3448285957856397,0.7750611246943765,0.8867037724180581
en,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,title,3,0.483620747162332,0.3980950015125463,0.0,0.5519548317681585,0.4118007934789544,0.7884972170686456,0.7886112950408506,0.4745810732723646,0.3390856246070101,0.0,0.518726896701954,0.3322535515800578,0.7530562347188264,0.7491799342339396
en,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,title_and_10_sentences,3,0.5022499903667269,0.4219786204984288,0.0024330900243309,0.5336198789883771,0.3741148441865483,0.8410636982065554,0.9032347118773388,0.4767602031978514,0.362820751875334,0.0,0.518848649987785,0.3294774788813877,0.7970660146699267,0.8830344258915687
en,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,title_and_5_sentences,3,0.4440829979041362,0.3705610306691714,0.0024330900243309,0.4688669028017061,0.3212645588093864,0.8447742733457019,0.9270583387502508,0.4690139833667068,0.3519808537620243,0.0,0.4978063192006553,0.3147903647232019,0.8337408312958435,0.9218568665377176
en,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,title_and_first_paragraph,3,0.4782690600307162,0.3900286321376114,0.0024330900243309,0.5139879814935451,0.3474393267478418,0.8373531230674088,0.9233372410452856,0.46308448286799,0.3499184381222733,0.0,0.4557077899670933,0.2966111578193952,0.7872860635696821,0.8978973407544836
