language,unit_of_analysis,f1-mico_mean,f1-mico_std,precision-micro_mean,precision-micro_std,recall-micro_mean,recall-micro_std,roc-auc_mean,roc-auc_std,accuracy_mean,accuracy_std
en,title,0.6260869565217392,,0.7258064516129032,,0.5504587155963303,,0.7361488980280503,,0.07602339181286549,
fr,title,0.4450867052023121,,0.5310344827586206,,0.38308457711442784,,0.648667130927958,,0.04225352112676056,
ge,title,0.4733178654292344,,0.6257668711656442,,0.3805970149253731,,0.6342323309920984,,0.017241379310344827,
it,title,0.43410852713178294,,0.5185185185185185,,0.37333333333333335,,0.6241065126724414,,0.039603960396039604,
po,title,0.5305410122164048,,0.6608695652173913,,0.44314868804664725,,0.6510499317267594,,0.015625,
ru,title,0.22459893048128343,,0.4883720930232558,,0.14583333333333334,,0.5582890070921985,,0.03125,
