language,unit_of_analysis,f1_micro,precision_micro,recall_micro,f1_macro,precision_macro,recall_macro,accuracy
en,raw_text,0.6930422919508867,0.7839506172839507,0.6210268948655256,0.5077788688200211,0.6524370098618443,0.44592673026650637,0.0970873786407767
fr,raw_text,0.5,0.5714285714285714,0.4444444444444444,0.3845031040447618,0.5218701515693998,0.359208410636982,0.07142857142857142
ge,raw_text,0.5684210526315789,0.7168141592920354,0.47093023255813954,0.4225903768530497,0.5675195078031213,0.37839416468341724,0.05714285714285714
it,raw_text,0.6031746031746031,0.7702702702702703,0.4956521739130435,0.4672152901564666,0.6886088432371741,0.393056040377469,0.2
po,raw_text,0.5988372093023255,0.7463768115942029,0.5,0.4491671005079847,0.56568907283193,0.4011894433886916,0.05128205128205128
ru,raw_text,0.2975206611570248,0.5142857142857142,0.20930232558139536,0.15162028447742734,0.2341824841824842,0.133078231292517,0.05263157894736842
