language,model_name,unit_of_analysis,f1-micro_mean,f1-micro_std,precision-micro_mean,precision-micro_std,recall-micro_mean,recall-micro_std,roc-auc_mean,roc-auc_std,accuracy_mean,accuracy_std
en,gpt2,title_and_5_sentences,0.6620243315606799,0.014752862493088,0.6863284433049386,0.040977007670384,0.6404789984211746,0.0108993416617705,0.7627623128873277,0.0060011503542999,0.0758533931728546,0.0152810906612501
en,gpt2,title_and_first_paragraph,0.6775054850937755,0.0148881254733477,0.7140709120626468,0.0522021254060298,0.6465611652676111,0.0204539013418431,0.7722163792567214,0.0050820424282032,0.0855999818668117,0.0088819585172016
en,gpt2,title_and_first_sentence_each_paragraph,0.6646206056823706,0.0151380181214426,0.6612469023378215,0.0366388292306193,0.6696932236297144,0.0262031639488681,0.7672824257440154,0.0060287570891962,0.0719660909379391,0.008673685353034
en,xlm-roberta-large,raw_text,0.7033016500297076,0.0053151836624116,0.7501441128685166,0.031681446864674,0.6628276646088889,0.0149625320297789,0.7881367799036747,0.0017520070170917,0.1011265243211387,0.0183914435917501
en,xlm-roberta-large,title,0.66893069278493,0.0007126534980314,0.7178369814816792,0.023413439573277,0.6270083373379778,0.0183009813963302,0.7650468982508354,0.0035698379784517,0.0894759508590598,0.0086182660052029
en,xlm-roberta-large,title_and_10_sentences,0.7104759736521827,0.0148123066089137,0.7614820628157579,0.0155557243547199,0.6658968813915177,0.0148984116306259,0.7921321796502099,0.0076339914440601,0.1050478262840564,0.0153541933457343
en,xlm-roberta-large,title_and_5_sentences,0.7041604996494882,0.0021793110416729,0.7485099843080647,0.0048373131405584,0.6647977154636445,0.0040774068176626,0.7885553440286707,0.0032362146651413,0.1050818260120585,0.0204167540957197
en,xlm-roberta-large,title_and_first_paragraph,0.6994854060484545,0.0107720458449148,0.7625054791242416,0.0234239839237675,0.6473986120095264,0.0337634803038293,0.7840685507137509,0.0121850070966677,0.1031438415159345,0.0180893997050837
en,xlm-roberta-large,title_and_first_sentence_each_paragraph,0.7067435763690049,0.0075530330179636,0.7362640876500635,0.022255168039832,0.6798133213235206,0.0061007957602898,0.7922547230301441,0.0014139054438897,0.1186363842422593,0.0201123646842442
fr,EleutherAI-gpt-neo-1.3B,raw_text,0.4914776373975529,0.0220262888333292,0.64595337995338,0.0142713298592168,0.3967645803974993,0.0232464241757232,0.668866896268303,0.0132201994757837,0.0759221998658618,0.0332262150477744
fr,EleutherAI-gpt-neo-1.3B,title,0.4326442834226663,0.0228708584028404,0.5222071970550672,0.0213075372767493,0.3697265977659674,0.0266534791497226,0.6390271670929067,0.0134112224909027,0.0427230046948356,0.0248605642631766
fr,EleutherAI-gpt-neo-1.3B,title_and_10_sentences,0.4821402377810619,0.0391727191177837,0.6358008831030414,0.0112668261009048,0.3893328252184128,0.0462424118983258,0.6645247576169672,0.0222586946294873,0.080617035546613,0.0167936747160524
fr,EleutherAI-gpt-neo-1.3B,title_and_5_sentences,0.4952190064464581,0.0203811509257423,0.5762555364152572,0.0174378784304485,0.4345800783118836,0.0268141102581292,0.6737315614804663,0.0140233878184446,0.0756539235412474,0.0429453753997923
fr,EleutherAI-gpt-neo-1.3B,title_and_first_paragraph,0.484928929862302,0.0478820486063907,0.6542245458588233,0.042777332910687,0.3882747670927515,0.0587004134462281,0.6662395773996256,0.0261267484645137,0.0663983903420523,0.0087125292131231
fr,EleutherAI-gpt-neo-1.3B,title_and_first_sentence_each_paragraph,0.4982234719015095,0.0436731315024494,0.6224417821477628,0.0348587329661373,0.4180119486713451,0.0582621539907902,0.6746343045385249,0.025753129631771,0.0900737759892689,0.008617528736639
fr,EleutherAI-gpt-neo-125M,raw_text,0.3942204672472346,0.0167303842823609,0.5386200716845878,0.017673240530242,0.3111833358125119,0.0187506593919254,0.6194376356321808,0.0100123065688798,0.0472837022132796,0.0409519767345022
fr,EleutherAI-gpt-neo-125M,title,0.2877503413346007,0.0343966331842547,0.4595089270760057,0.1056226539314452,0.2197711206537046,0.0573129202645875,0.5710478443728403,0.0074741486460588,0.0189805499664654,0.0083065537619436
fr,EleutherAI-gpt-neo-125M,title_and_10_sentences,0.3874424518326957,0.0406205349425712,0.5373580544668877,0.012772003535832,0.3040920951830799,0.0447925709275364,0.6167557903144895,0.0211514019270833,0.0378940308517773,0.0080792496406857
fr,EleutherAI-gpt-neo-125M,title_and_5_sentences,0.4049082517167623,0.0298397146382061,0.5332912395384539,0.0448158129389579,0.3312973909526749,0.0556290152274982,0.6257671471567838,0.0177975717442971,0.0189134808853118,0.0163807906938009
fr,EleutherAI-gpt-neo-125M,title_and_first_paragraph,0.3676013478067303,0.0058179892115255,0.5004586353270564,0.0584288991989873,0.2939627567417411,0.0297966987395741,0.606250628761703,0.0032077969722939,0.0331321260898725,0.0163242616438626
fr,EleutherAI-gpt-neo-125M,title_and_first_sentence_each_paragraph,0.4166851786206624,0.0308564107868364,0.5253284870228877,0.0388858571872623,0.3455551272195604,0.0281068611393788,0.6300572605108,0.017634276531891,0.0521797451374916,0.0166727044892684
fr,bert-base-multilingual-cased,raw_text,0.57017406598692,0.0087544868251975,0.6072952938795068,0.0397206042422864,0.5387686980959011,0.0149287108936775,0.7215874092907589,0.0027433945937835,0.0853789403085177,0.0516504650518733
fr,bert-base-multilingual-cased,title,0.4708091546696198,0.0302069947645993,0.5749050004369153,0.0437576494981259,0.3987074952372305,0.0226602538267156,0.659342132785398,0.0135540731115555,0.0522468142186452,0.0298996491274398
fr,bert-base-multilingual-cased,title_and_10_sentences,0.5676913781156046,0.023804208011798,0.6158009751617651,0.0324789625758365,0.5268120560389864,0.0215003130019596,0.7185959957784142,0.016354337697542,0.0853118712273641,0.0428628102920865
fr,bert-base-multilingual-cased,title_and_5_sentences,0.5147907546015158,0.0247261911795477,0.5771509907649394,0.0249905597181354,0.4667546101860597,0.0465584485781594,0.6869568921900102,0.018527896530822,0.0568745808182427,0.0004646682246998
fr,bert-base-multilingual-cased,title_and_first_paragraph,0.5060584400864202,0.026351896060669,0.595165543198588,0.0271040180388518,0.44107484401371,0.0355060355519733,0.6798909695399845,0.0167600864100585,0.0663313212608987,0.0079733262728948
fr,bert-base-multilingual-cased,title_and_first_sentence_each_paragraph,0.562482810097794,0.0331877966378892,0.633800810551126,0.0238174210960425,0.5058131441847536,0.0386775940224265,0.7132596511959933,0.021068025683943,0.0947686116700201,0.0216828229835783
fr,distilbert-base-multilingual-cased,raw_text,0.5606140485247688,0.0338563460322582,0.6204190616582587,0.034284561355674,0.5117828482275596,0.038206377616231,0.7135139393060941,0.0196832860018459,0.0901408450704225,0.0332856626550903
fr,distilbert-base-multilingual-cased,title,0.4548962796299809,0.0149695469023821,0.5569072241661562,0.0355413226666842,0.3854329929372672,0.0201940384711957,0.6510140234225417,0.0076975114973922,0.0664654594232059,0.02215138540174
