language,unit_of_analysis,model_type,model_subtype,model_name,train_f1_micro,train_f1_macro,train_accuracy,train_precision_micro,train_precision_macro,train_recall_micro,train_recall_macro,test_f1_micro,test_f1_macro,test_accuracy,test_precision_micro,test_precision_macro,test_recall_micro,test_recall_macro
it,title_and_first_paragraph,Dummy Classifier,No Upsampling,DummyProbSampling,0.316681725733366,0.2750449916479388,0.0,0.3158477179232599,0.2752410158669705,0.3193096008629989,0.2766317555694053,0.35735141545493704,0.2713133596135017,0.0,0.3724437116828422,0.2735114620828906,0.3521739130434783,0.27820787177930034
it,title_and_first_paragraph,Dummy Classifier,No Upsampling,DummyUniformSampling,0.38644174190168,0.3451480267418184,0.00411522633744856,0.32375127774419105,0.27737876209971096,0.5091693635382956,0.49877460186149886,0.39479058212684515,0.34169374507976874,0.0,0.3623713798818338,0.2854651719643822,0.5,0.5197613981542554
it,title_and_first_paragraph,Dummy Classifier,No Upsampling,DummyMostFrequent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it,title_and_first_paragraph,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.6016626932842569,0.5450934091457451,0.0,0.5307016953037489,0.46700823246272133,0.9331175836030206,0.945420168067227,0.47180620923886263,0.3820634701025001,0.0,0.3508406524533948,0.2708180606814447,0.8521739130434782,0.8603419398062255
it,title_and_first_paragraph,KNN,No Upsampling,kNN,0.3387777443843124,0.30697230064215947,0.053497942386831275,0.6662694017344917,0.593166191411445,0.31607335490830635,0.2963923197916352,0.1461719938201492,0.1185572049646871,0.016666666666666666,0.30042380595416573,0.21772079521463758,0.17391304347826086,0.15666146916146914
it,title_and_first_paragraph,KNN,Random Oversampling,kNN_ROS,0.5923114721782293,0.5732540555965194,0.0,0.7742203699993905,0.6780849637296937,0.7141316073354909,0.7908970187115958,0.27716850606667903,0.2569226353526817,0.0,0.4277148809844768,0.3365657296403473,0.4434782608695652,0.563822658286944
it,title_and_first_paragraph,KNN,SMOTE,kNN_SMOTE,0.6149398297887826,0.5552520415855032,0.0,0.4965742828022743,0.4433810681336973,0.9848975188781014,0.9825472076423358,0.49071332234593107,0.3957634519627314,0.0,0.35671407694048923,0.2760853466471526,0.9043478260869565,0.8922631931560502
it,title_and_first_paragraph,KNN,SVMSMOTE,kNN_SVMSMOTE,0.6231676021808972,0.5556218138027147,0.0,0.6287252017861571,0.5461933000388589,0.8759439050701187,0.8880088132814101,0.45609823593017534,0.36466049299224407,0.0,0.37382487823417554,0.2827497532339699,0.7608695652173914,0.7765176702676703
it,title_and_first_paragraph,LinearSVM,BorderlineSMOTE,LinearSVM_BorderlineSMOTE,0.9983918432043313,0.9986801927978399,0.9958847736625515,0.9968033558249443,0.9973777964483267,1.0,1.0,0.38990783701391946,0.28009394950845445,0.05,0.4366121667250635,0.3171952286203759,0.36086956521739133,0.2584899017041874
it,title_and_first_paragraph,LinearSVM,BorderlineSMOTE,LinearSVM_SVMSMOTE,0.9983918432043313,0.9986801927978399,0.9958847736625515,0.9968033558249443,0.9973777964483267,1.0,1.0,0.39210829294893323,0.28349434283999697,0.05,0.44181817789604844,0.3223750127581397,0.36086956521739133,0.2605276537419394
it,title_and_first_paragraph,LinearSVM,No Upsampling,LinearSVM,0.9983825429558303,0.9986695753959182,0.9917695473251029,0.9978638206010583,0.9985884502013533,0.9989212513484358,0.9987684729064039,0.38399722243377066,0.2760913816555232,0.08333333333333333,0.46953556920039624,0.34767263180575875,0.34782608695652173,0.24862289183717756
it,title_and_first_paragraph,LinearSVM,Random Oversampling,LinearSVM_ROS,0.9983918432043313,0.9986801927978399,0.9958847736625515,0.9968033558249443,0.9973777964483267,1.0,1.0,0.38399722243377066,0.2760913816555232,0.08333333333333333,0.46953556920039624,0.34767263180575875,0.34782608695652173,0.24862289183717756
it,title_and_first_paragraph,LinearSVM,SMOTE,LinearSVM_SMOTE,0.9983918432043313,0.9986801927978399,0.9958847736625515,0.9968033558249443,0.9973777964483267,1.0,1.0,0.4009023427258112,0.29092133371459294,0.05,0.44857681780686226,0.3284418625749895,0.3739130434782609,0.27124193945622516
it,title_and_first_paragraph,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.9983869397000577,0.9986772411429946,0.9917695473251029,0.9978723860201881,0.9980212970918273,0.9989212513484358,0.9993506493506493,0.3865700868737872,0.2733246185648226,0.08333333333333333,0.42453316693725895,0.3088459470812412,0.3695652173913043,0.25666754363182936
it,title_and_first_paragraph,LogisticRegression,No Upsampling,LogisticRegression,0.9983766800182469,0.9986653557195674,0.9917695473251029,0.9989309698047562,0.9993564993564993,0.9978425026968716,0.997992075390876,0.3764282811537558,0.26970618728405876,0.06666666666666667,0.44623867607243567,0.32661526148921105,0.34347826086956523,0.2452631034773892
it,title_and_first_paragraph,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.998385980266748,0.998675973121489,0.9917695473251029,0.9978705050286422,0.9981458456034726,0.9989212513484358,0.9992236024844721,0.3911770517882009,0.2790718693074316,0.06666666666666667,0.4744138997192066,0.35085166059430767,0.3565217391304348,0.2515579697722555
it,title_and_first_paragraph,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.9983869397000577,0.9986772411429946,0.9917695473251029,0.9978723860201881,0.9980212970918273,0.9989212513484358,0.9993506493506493,0.36995016251511614,0.2650295859977357,0.06666666666666667,0.4293807446518862,0.312667480319877,0.3347826086956522,0.23865667562096135
