language,unit_of_analysis,f1_micro,precision_micro,recall_micro,f1_macro,precision_macro,recall_macro,accuracy
en,title_and_first_paragraph,0.6997319034852546,0.7744807121661721,0.6381418092909535,0.5248837553795762,0.6468996502150143,0.47158711986736107,0.13592233009708737
fr,title_and_first_paragraph,0.46017699115044247,0.52,0.4126984126984127,0.37579014061765065,0.41961600429645546,0.3648716759431045,0.07142857142857142
ge,title_and_first_paragraph,0.5916398713826366,0.6618705035971223,0.5348837209302325,0.43823378022438764,0.49697413930607215,0.41945295662124504,0.02857142857142857
it,title_and_first_paragraph,0.5505050505050505,0.6566265060240963,0.47391304347826085,0.4145068562053524,0.4963524803860938,0.38065205833062976,0.15
po,title_and_first_paragraph,0.5994694960212201,0.6608187134502924,0.5485436893203883,0.5023447487316635,0.618885846470433,0.47914547858156886,0.02564102564102564
ru,title_and_first_paragraph,0.46451612903225814,0.5217391304347826,0.4186046511627907,0.32849103277674707,0.3412618083670716,0.3246598639455782,0.15789473684210525
