language,unit_of_analysis,f1_micro,precision_micro,recall_micro,f1_macro,precision_macro,recall_macro,accuracy
en,title_and_first_sentence_each_paragraph,0.6957671957671958,0.7579250720461095,0.6430317848410758,0.5390164466267994,0.6285572562358277,0.49951982563853103,0.0970873786407767
fr,title_and_first_sentence_each_paragraph,0.5132743362831858,0.58,0.4603174603174603,0.37742211965039846,0.45420531849103274,0.3628277674706247,0.11904761904761904
ge,title_and_first_sentence_each_paragraph,0.5810810810810811,0.6935483870967742,0.5,0.44692148720399566,0.5694991633016844,0.42111792085255145,0.05714285714285714
it,title_and_first_sentence_each_paragraph,0.5420054200542006,0.7194244604316546,0.43478260869565216,0.4413505533022336,0.5914434305190607,0.36978906978906984,0.1
po,title_and_first_sentence_each_paragraph,0.6228571428571428,0.7569444444444444,0.529126213592233,0.5287720366021316,0.7030738895335169,0.4557990568328915,0.05128205128205128
ru,title_and_first_sentence_each_paragraph,0.5205479452054794,0.6333333333333333,0.4418604651162791,0.35845272452415305,0.3899790685504971,0.35875850340136056,0.2631578947368421
